,full_title,date
739,American Murder: The Family Next Door called 'terrifying' and 'disturbed',2020
740,€500 on-the-spot fines to be introduced for breaches of Covid-19 restrictions,2020
741,Level 5: What is a social bubble and who can have one?,2020
742,"13 more people with Covid-19 have died in Ireland, 1,269 new cases reported",2020
743,Jeff Bridges has been diagnosed with Lymphoma,2020
744,A mute button will be used in the next presidential debate,2020
745,Public health expert details how Covid-19 can be supressed over the next few weeks,2020
746,Number of people who can attend funerals under Level 5 restrictions to increase to 25,2020
747,"Funeral director says having 10 people at funerals will be ""very painful""",2020
748,Road users urged to avoid Cork city centre due to “serious flooding”,2020
749,Borat sequel hit with lawsuit before its even been released,2020
750,"1,031 new cases of Covid-19 confirmed in Ireland, no new deaths",2020
751,A TV series based on the classic horror I Know What You Did Last Summer is coming to Amazon Prime,2020
752,"Met Éireann issues two new Status Yellow weather warnings, affecting the entire country",2020
753,Micheál Martin announces move to Level 5 restrictions nationwide for six weeks,2020
755,Sinn Féin seeks to ban co-living and build-to-rent developments in new bill,2020
756,"New survey reveals ""resounding demand"" for Irish employees to continue working from home on an ongoing basis",2020
757,56 cases of Covid-19 linked to man who didn’t restrict movements after returning to Ireland from abroad,2020
759,"1,283 new Covid-19 cases confirmed, three further deaths",2020
760,"Average house price reaches nearly €265,000 as prices rise in all 54 markets in Ireland",2020
763,Windows to be left open on some Irish Rail trains over winter to combat spread of Covid-19,2020
764,Simon Harris says new nationwide restrictions will be brought in tomorrow,2020
767,Rainfall warning issued for all of Ireland,2020
768,Arsene Wenger tells Graham Norton about his infamous fight with José Mourinho,2020
769,"1,276 new Covid-19 cases confirmed, eight additional deaths",2020
772,Joe Biden pledges to help with Irish causes if elected,2020
773,Man arrested following aggravated burglary in Limerick,2020
775,New Zealand politician beautifully puts down Covid-19 sceptic in press conference,2020
777,"90s boyband members form supergroup, and here is their new tune",2020
778,Man arrested after stabbing in Dublin,2020
779,First-time buyers in or around Dublin: This virtual First Time Buyers Masterclass will help kickstart your mortgage,2020
782,Pfizer hopeful of seeking FDA approval for Covid vaccine in late November,2020
783,DPD Ireland to create 700 new jobs across the country,2020
784,Author Bill Bryson set to retire from writing,2020
785,NPHET recommends entire country moves to Level 5 for six weeks,2020
786,"Three more people with Covid-19 have died, 1,000 new cases",2020
787,There is an incredibly easy speed glitch in FIFA 21,2020
790,Gardaí to roll out extra checkpoints and crime prevention patrols nationwide this weekend,2020
791,Here’s who’s on the Late Late Show and the Graham Norton Show tonight,2020
792,Peter Pan and Jungle Book amongst classic Disney films issued with updated racism warning,2020
793,It looks like Tobey Maguire and Andrew Garfield will both be in the new Spider-Man movie,2020
794,New sighting of Fungie the dolphin reported after fears he was missing,2020
795,Batches of milk sold in Irish supermarkets recalled due to presence of bacteria,2020
797,"1,205 new Covid-19 cases confirmed, three new deaths",2020
798,"Leo Varadkar says people must follow health advice ""whether we’re at Level 1, 2, 3, 4, 5 or 26""",2020
799,The Den is looking for people to appear on the show,2020
800,"Public urged to use Revolut to help raise €500,000 for Special Olympics Ireland",2020
803,Images released of man in relation to attacks on six women in Belfast,2020
804,Santa's Drive-In Grotto is coming to Dublin this Christmas,2020
805,Man working for large retail business arrested in Kildare for allegedly receiving bribes from supplier,2020
806,Here’s how to play for the €51.7 million SuperEnalotto jackpot from Ireland,2020
807,"We've got our first look at Bridgerton, the new Netflix series starring Nicola Coughlan",2020
810,Armed police close down Liverpool gym after owner refused to shut doors,2020
811,"The restrictions that apply to Cavan, Monaghan and Donegal when Level 4 comes into effect",2020
813,Five home comforts we could do with right now,2020
814,Cabinet agree on ban on all household visits from tomorrow on,2020
815,Gardaí appeal for witnesses to occurrence on Motorway in Wexford,2020
818,Ryanair to shut its Cork and Shannon bases for the winter,2020
819,"1,095 new Covid-19 cases confirmed, five further deaths",2020
820,Coming to America sequel is set to be on Amazon Prime in December,2020
821,Planning permission granted for what will become Ireland’s tallest building in Cork,2020
822,"Move to Level 4 nationwide is likely but ""not inevitable"", says Simon Harris",2020
823,Aaron Brady sentenced to life in prison for the capital murder of Detective Garda Adrian Donohoe,2020
824,WATCH: Daily Show journalist attends Trump rally and the result is pure lunacy,2020
825,Man impersonating a police officer in Armagh arrested for pulling over a police officer,2020
826,Gogglebox is looking for Irish people abroad for its Christmas special,2020
828,NUI Galway Students’ Union calls for rent refunds,2020
829,"1,217 new cases of Covid-19 confirmed in Northern Ireland, a new daily record",2020
830,Nicolas Cage doing Jiu Jitsu vs aliens looks like the greatest movie of the year,2020
831,"Two and a Half Men star Conchata Ferrell dies, aged 77",2020
834,Northern Ireland expected to announce tighter public health restrictions,2020
835,The Haunting of Bly Manor star revealed as the voice of Peppa Pig,2020
836,Leo Varadkar says further restrictions could be introduced in border counties,2020
837,"""I started to wonder would I ever get out of ICU, would I die in there?""",2020
839,Everything you need to know about the new EU traffic light travel system and how it applies to Ireland,2020
840,Budget 2021 - A brief guide to what you need to know,2020
841,Government gives go-ahead to €215 million upgrade of Dunkettle Interchange in Cork,2020
842,IKEA offers to buy back unwanted furniture from customers to sell second hand in IKEA stores,2020
843,"Apple announces four new iPhone 12 phones, including first iPhone Mini",2020
845,WATCH: Hozier tips popular busker playing ‘Take Me To Church’ on Grafton Street,2020
846,Trump: “I feel so powerful… I’ll kiss everyone in that audience.”,2020
847,Johnson & Johnson pauses Covid-19 vaccine trial after participant suffers “unexplained illness”,2020
848,WATCH: The trailer for a new Jack Charlton film will have you in tears,2020
851,"Gardaí seize beer taps, kegs and other barware in investigation into illegal shebeens",2020
852,"“Lots of dry weather” expected this week, Met Éireann says",2020
853,Positive outcome for father and son living in a bus in Cork after GoFundMe,2020
856,Masks drive littering in Irish towns to worst levels in over 13 years,2020
858,ISPCA rescues dog found locked in a crate in the midlands,2020
859,"Fermoy terminates twinning arrangement with ""LGBT-free"" town in Poland",2020
860,Anthony Fauci condemns Trump's team for including him in a campaign advert,2020
861,Man in serious condition following road collision in Offaly,2020
862,Teenagers who vape up to five times more likely to start smoking cigarettes,2020
863,A motorcyclist in Westmeath has died following a collision,2020
864,The Wanted's Tom Parker reveals inoperable brain tumour diagnosis,2020
866,"7 gazebos from €40 to €12,000 for your outdoor entertaining",2020
867,"Two more people with Covid-19 have died in Ireland, 814 new cases",2020
868,"As daily Covid cases top 1000 CMO is ""very worried about numbers and how quickly they are deteriorating""",2020
869,"Minister for Health says Dublin R number is 1, rest of Ireland is now 1.6",2020
870,"Taoiseach: ""If we all change our behaviours and work together we can make Level 3 work""",2020
871,"Northern Ireland records 1066 daily Covid-19 cases, one death",2020
872,Gardaí appeal for information relating to missing Donegal man Cian Langelaan,2020
873,"1,012 new cases of Covid-19 confirmed in Ireland, three more deaths reported",2020
874,Two men arrested following confrontation between protestors outside the Dáil,2020
875,Investigation launched after Bus Éireann bus gets stuck under bridge after taking wrong turn in Cork,2020
876,Truck driver dies following collision in Meath,2020
877,Job vacancies for ‘remote working roles’ increased by 112% in the last three months,2020
879,The Snapper tops the list of the 12 best movies on TV this evening,2020
880,The Boys fans loved the massive climatic showdown with Stormfront,2020
881,“It was just so nice and so essentially Irish.” Kathleen Watkins thanks nation for messages following Gay Byrne’s passing,2020
884,YOU could be part of the (virtual) audience on the Late Late Toy Show this year. Here’s how,2020
886,"Northern Ireland reports record high 1,080 new cases",2020
887,"Five more people with Covid-19 have died in Ireland, 617 new cases",2020
890,Agreement reached that more needs to be done across the border to tackle Covid,2020
891,Rapper Tory Lanez charged with shooting Megan Thee Stallion,2020
892,13 arrested following plot to kidnap Governor of Michigan,2020
893,"""What happened with gin in the public psyche?"" - how one Irish gin is competing with the top gins in the world",2020
894,"FIFA 21 has made improvements, but not in the one place it needed to",2020
895,Two closure orders were served on Irish food businesses in September,2020
896,Watch the first Netflix trailer for David Fincher’s new film MANK,2020
897,"506 new cases of Covid-19 confirmed in Ireland, one more death",2020
898,"Win or lose, tonight is about fe",2020
900,"1,300 homes to be built by 2025 in Dublin's Cherrywood",2020
901,One of the best '90s action movies is among some great movies on TV tonight,2020
902,Four teenagers arrested for stealing a car in Kildare,2020
903,"Leo Varadkar: “There was no suggestion, not even an inkling, that Level 5 was being contemplated”",2020
904,Kamala Harris tears into Trump and Pence's Covid response in vice-presidential debate,2020
905,Man in his 60s stabbed at house in Waterford,2020
906,A highly-anticipated Shane MacGowan documentary is coming to cinemas next month,2020
907,Donald Trump offers update on his Covid situation from the White House,2020
908,There'll be no countries on Ireland's Green List from Monday,2020
909,"Five new Covid-19 deaths confirmed, 611 new cases",2020
911,Name all the countries with 7 letters in Europe,2020
912,TG4 is looking to fund five new Irish TV dramas,2020
913,"Number of cases, hospitalisations and deaths on the rise",2020
915,The Google Nest Audio packs a big punch,2020
917,Joe Biden leads Trump by 16 points in latest poll,2020
918,Micheál Martin confirms fines are being considered for enforcement of Covid-19 restrictions,2020
920,Lord of the Rings TV show rumoured to include sex and nudity,2020
921,Taskforce suggests staggering school holidays to boost domestic tourism in Ireland,2020
922,Minister of State calls for review of off-license opening hours and volume of alcohol people can purchase,2020
923,Qatar Airways giving away free flights to teachers to say thanks for work during Covid-19 pandemic,2020
924,Facebook bans QAnon accounts across all its platforms,2020
925,HSE launches study into Covid-19 antibodies in healthcare workers,2020
926,"Leo Varadkar tells party a ""circuit-breaker"" can't be ruled out",2020
927,Phibsborough named as one of the coolest neighbourhoods in the world,2020
928,Jon Bon Jovi makes absolutely wild statement about Bono's childhood,2020
929,"Eddie Van Halen has died, aged 65",2020
930,Mattie McGrath apologises for comments made about Dr Tony Holohan's absence,2020
931,Government’s tourism recovery taskforce calls for extra Bank Holiday in Ireland,2020
933,"432 new Covid-19 cases confirmed, one new death",2020
934,Gardaí to set up 132 large-scale checkpoints per day to ensure compliance with Level 3 restrictions,2020
935,WHO offers hope that a Covid-19 vaccine may be available this year,2020
937,Minimum wage in Ireland to increase to €10.20 per hour from 1 January,2020
940,61-year-old woman in critical condition following shooting in Derry,2020
942,Special Olympics Ireland needs your help to raise vital funds for Irish athletes,2020
943,Graham Norton revealed as the most dangerous celebrity in the UK to search for online,2020
945,GLOW has been cancelled by Netflix because of Covid-19,2020
946,"Leo Varadkar criticises NPHET and Dr Tony Holohan, says advice ""was not thought through""",2020
948,A woman in her 90s has died following a crash in Westmeath,2020
949,"Mary Lou McDonald calls Leo Varadkar's attack on NPHET ""over the top""",2020
951,Government confirms that Level 3 will be implemented across the country,2020
954,Ted Cruz gets in extremely fiery argument with presenter on American TV,2020
955,Tony Holohan pens letter to Irish Government saying graduated approach won't work,2020
956,The Batman has been delayed to 2022,2020
958,"€440,000 worth of cannabis seized in Dublin",2020
959,"Take three minutes out of your day to read this, it could make a difference",2020
960,Here are the 5 best movies on TV tonight,2020
961,"518 new Covid-19 cases confirmed, no new deaths",2020
962,"New Zealand has ""beat the virus again"", says Prime Minister Jacinda Ardern",2020
963,Facebook responds to The Social Dilemma criticism,2020
964,Donald Trump’s drive-by greeting of supporters outside hospital described as “insanity” by hospital doctor,2020
965,"NPHET member warns of potential for 2,000 cases a day and no ICU occupancy by November",2020
966,The restrictions that will come into effect if all of Ireland moves to Level 5,2020
968,364 new cases of Covid-19 confirmed in Ireland,2020
969,Three men and two women arrested after man assaulted and then forced into car in Donegal,2020
973,Cork GAA pleads with clubs and supporters “not to engage in celebrations that breach current guidelines”,2020
974,Man in his 60s killed following collision between a motorcycle and a car in Carlow,2020
975,Met Éireann issues new weather warning valid until Monday,2020
976,613 new cases of Covid-19 confirmed in Ireland,2020
978,"Eight people injured, two seriously, following collision between Dublin Bus and a car",2020
979,"470 new cases of Covid-19 confirmed in Ireland, one more death reported",2020
982,"Weather warning issued for four counties ahead of ""heavy and at times intense rainfall""",2020
983,Luke Ming Flanagan says controversial Saoirse McHugh tweet was posted from Belgium while he was in Ireland,2020
986,Man predicted Donald Trump's coronavirus diagnosis via USAF flights,2020
987,Jamie Foxx may return as Electro in the next MCU Spider-Man film,2020
988,934 cases of Covid-19 reported in Northern Ireland in 24 hours,2020
990,A new TV series based on one of the world’s best music podcasts is now on Netflix,2020
991,Donald and Melania Trump test positive for Covid-19,2020
992,Here are the 6 best movies on TV this evening,2020
994,"Four more people with Covid-19 have died in Ireland, 442 new cases",2020
995,EU launches legal action against the United Kingdom over Brexit bill,2020
996,OPPO to launch in Ireland with the Reno4 series,2020
997,"Some students affected by Leaving Cert grades may need to defer courses, Foley says",2020
998,American soccer team walk off pitch after opposing player allegedly used homophobic slur,2020
999,"From the Pixel 5 to the new Nest Audio, here's all the announcements from Google's event",2020
1000,"429 new cases of Covid-19 confirmed in Ireland, one more death",2020
1001,Microsoft Outlook users around the world affected by technical issues,2020
1002,Storm Alex to bring wet and windy weather to Ireland in the coming days,2020
1003,"6,500 Leaving Cert students received lower grades than they should have",2020
1004,Two errors found in the Leaving Cert calculated grades system,2020
1005,Just under a third of Irish people would not take the first available vaccine for Covid-19,2020
1006,The full list of all the new titles coming to Netflix in October,2020
1007,Daniel O'Donnell announces his first live streamed concert,2020
1008,Three fully-loaded firearms and heroin discovered in Roscommon in operation into crime gang activities,2020
1009,Nacho cheese wedges amongst a host of new items added to McDonald’s menu,2020
1010,"""Will you shut up, man!"" - Trump and Biden scolded as first presidential debate turns ugly",2020
1011,"Disney announces plans to cut 28,000 jobs in theme parks in the United States",2020
1013,America the loser as Trump and Biden slug out pitiful draw,2020
1014,"Borat 2 is coming to Amazon next month, ahead of the US election",2020
1016,"Dr. Ronan Glynn on Covid-19 in young people, no Swedish m",2020
1017,"“Proud boys, stand back and stand by.” Donald Trump refuses to condemn white supremacists in presidential debate",2020
1018,Senator calls on the army to assist the Gardaí following large gatherings in Galway,2020
1019,Met Éireann extends weather warning to 11 counties,2020
1020,"Just under €250,000 discovered in investigation into roofing and installation scam targeting elderly and vulnerable",2020
1021,"Crowds in Galway “dispersed without incident”, say Gardaí",2020
1022,Eamon Ryan says there will be no gaps in Irish bus network after Bus Éireann cuts inter-city services,2020
1023,Senator describes scenes of large crowds gathered in Galway as “simply unacceptable”,2020
1024,Someone has created White Chocolate Nutella and everyone wants to try it,2020
1025,Met Éireann issues weather warning for seven counties,2020
1026,Death toll from Covid-19 pandemic passes one million worldwide,2020
1027,WATCH: A new Irish ad will really make you stop and think,2020
1028,"Luke 'Ming' Flanagan says his account was ""compromised"" following Saoirse McHugh tweet",2020
1031,390 new cases of Covid-19 confirmed in Ireland,2020
1032,“Look for a glow in the north.” Astronomy Ireland founder offers tips on seeing northern lights from Ireland,2020
1034,Explosive claims about Donald Trump's tax returns revealed in New York Times report,2020
1036,Irish consumers warned of possible animal products in vegan-declared foods,2020
1037,Overseas travel into Ireland increased by just under 60% in August,2020
1038,Ireland’s travel Green List to be reduced to four countries after four countries removed,2020
1040,"430 new Covid-19 cases confirmed, no new deaths",2020
1041,Gardaí are investigating the rape of a teenager in Mayo,2020
1042,The Rock has endorsed Joe Biden for US election,2020
1044,Four counties to be “looked at very carefully” ahead of possible move to Level 3 restrictions,2020
1046,Samuel L. Jackson to play Nick Fury in new Marvel Disney+ series,2020
1047,Multiple houses evacuated in Drogheda following discovery of suspicious device,2020
1048,"Comparing Covid-19 with 'flu ""doesn't stand up in scientific terms""",2020
1049,"18 cases of Covid in ICUs in Ireland, 110 in hospitals",2020
1050,One man has died following a road crash in Wexford,2020
1051,"Five further Covid-19 deaths, 248 new cases",2020
1053,A man in his 70s has died following a crash in a car park in Cork,2020
1054,UK Parliament bars exempt from 10pm curfew and new coronavirus restrictions,2020
1055,Netflix has just released a must watch Jose Mourinho documentary,2020
1056,"Demolition of 1916 leader O'Rahilly house an ""act of corporate vandalism""",2020
1057,Two arrested and a shotgun and ammo seized following chase,2020
1059,The 6 best things to watch on Netflix this weekend,2020
1060,Here are the 10 best movies on TV on Saturday,2020
1062,Electric scooter user found dead in Meath,2020
1063,Jedward speak openly about their mental health and Covid-19 on Late Late Show,2020
1064,326 new cases of Covid-19 confirmed in Ireland,2020
1065,"""The virus doesn't respect the border"" - Dr Glynn backs people in Donegal to heed restrictions",2020
1066,The Boys is getting a spin-off series set in a college for superheroes,2020
1068,Chief Medical Officers in Ireland and Northern Ireland appeal for no unnecessary cross border travel,2020
1069,The new voice actor for Carl on The Simpsons has been announced,2020
1071,Gardaí to establish targeted checkpoints in Donegal to ensure compliance with public health measures,2020
1073,Donegal to move into Level 3 restrictions for three weeks,2020
1074,Employees given option to pay tax bills resulting from Covid-19 wage subsidy schemes over four years,2020
1075,Police officer shot dead in south London,2020
1078,€3.5 million worth of cocaine seized in Dublin,2020
1079,"324 new cases of Covid-19, three new deaths",2020
1080,"Over 6,000 items seized by Gardai in five counties in operation targeting illicit television products",2020
1082,Teenager (19) dies following road collision in Mayo,2020
1086,"Over €100,000 worth of drugs seized in Clare",2020
1087,Over 80 cars worth over €2 million in total seized by Criminal Assets Bureau in Clare and Tipperary,2020
1088,Irish travel company chief fears for American tourism industry if Trump is re-elected,2020
1089,Donald Trump fails to commit to peaceful transfer of power if he loses presidential election,2020
1090,More big movie release delays thanks to Covid-19,2020
1091,"Ryanair launches first ever ‘Buy One, Get One Free’ offer",2020
1092,Two police officers shot during Breonna Taylor protests in Louisville,2020
1093,Here are the 5 best movies on TV on Thursday,2020
1094,Someone in Ireland is waking up €5.39 million richer after Wednesday night’s Lotto draw,2020
1095,"234 new cases of Covid-19, two further deaths",2020
1096,Lidl is looking for someone to model its class new clothing line,2020
1097,Netflix shares trailer for fascinating David Attenborough documentary,2020
1100,Drama in Great British Bake Off opener as contestant knocks cake out of opponent's hands,2020
1102,The Hardest Star Wars Quiz You Will Ever Take,2020
1103,Man rescued from River Corrib this morning,2020
1104,"“Cyclonic” winds, thundery bursts and near-freezing temperatures on the way in the coming days",2020
1105,Life after lockdown: Will Covid19 change our drinking habits in the long term?,2020
1106,Man in his 80s dies after being hit by a truck on main street in Charleville,2020
1107,Further information revealed about the return of The Den,2020
1108,Met Éireann issues status yellow weather warning for three counties,2020
1109,Just under a third of Ireland’s highest earners say they have difficulty making ends meet,2020
1110,Leo Varadkar confirms he is restricting his movements as close contact of confirmed Covid-19 case,2020
1111,World Meteorological Organisation confirms -69.6°C as lowest temperature ever recorded in Northern Hemisphere,2020
1112,Irish international Josh Cullen tests positive for Covid-19,2020
1113,Met Éireann issues status yellow rainfall warning for four counties,2020
1114,Mars to change name of Uncle Ben’s rice to Ben’s Original,2020
1118,"334 new Covid-19 cases confirmed, no new deaths",2020
1121,Gardaí are renewing their appeal following a serious assault in Cork,2020
1122,"Game of Thrones isn't the best fantasy series ever, LOST is",2020
1123,How accounting is adapting to the digital revolution,2020
1124,World sees record weekly number of Covid-19 cases,2020
1125,"After 10 years, The Den is returning to our TV screens",2020
1126,Cocaine now the second most common illicit drug in Ireland,2020
1127,"""One holiday, done very well"": Mary McKenna predicts big",2020
1128,Scientists discover potential “game changer” that “could help eliminate Covid-19”,2020
1129,New COVID-19 measures announced by Boris Johnson,2020
1130,Virologist says return of schools has driven Northern Ireland's Covid spike,2020
1131,It's 2020: Can we stop sending 'I hope this finds you well' emails?,2020
1132,Three people arrested at Dublin Airport after ingesting 280 pellets of cocaine,2020
1136,Ellen DeGeneres addresses toxic workplace allegations in first episode of new season,2020
1137,Nearly half of Irish people believe the worst is ahead of us in relation to Covid-19 pandemic,2020
1138,"188 new cases of Covid-19 confirmed, no new deaths",2020
1141,A man in his 60s has died following a crash in Tipperary,2020
1142,Micheál Martin suggests influencers could be used to communicate with young people about Covid-19,2020
1144,Embarrassing gym mistakes: seven mistakes to avoid making in the gym,2020
1145,Here are all of the winners from the 2020 Emmys,2020
1146,One man has died following a collision in Dublin,2020
1147,"396 new cases of Covid-19, 9 people admitted to hospital in last 24 hours",2020
1148,Michael McIntyre tells hilarious story about almost breaking his leg on stage in Cork,2020
1149,Latest opinion poll sees Sinn Féin remain largest party in Republic of Ireland,2020
1150,#NosesForSíoda shows the best the Irish people have to offer in the face of loss,2020
1153,"Denise Chaila: abuse online, racism in Ireland and raising her voice",2020
1154,"Trump says it's ""a beautiful thing"" journalist was shot with rubber bullet",2020
1156,"""Winter like"" weather on the way for Ireland next week",2020
1157,Adult GAA games continuing in Dublin - what you can and can't do in Level 3,2020
1158,"Looking to buy your first home in Cork, Limerick or Galway? Kickstart your mortgage by attending this virtual First Time Buyers Masterclass",2020
1160,Entertainers Golf Society say they adhered to safety guidelines during trip to Offaly,2020
1161,Video shows woman throwing drink in Leo Varadkar's face in Dublin,2020
1162,Leo Varadkar laughs off pointless act of cowardice,2020
1163,One-year-old boy left in serious condition after incident involving a scrambler and a quad,2020
1164,Ryanair reduces October capacity and warns of more cuts to come,2020
1165,Van Morrison to release anti-lockdown music,2020
1167,Live events and entertainment sector publish open letter calling on government for immediate support,2020
1168,Hotel in Offaly closed following Covid-19 cluster,2020
1169,Wheelchair user pushed to the ground and robbed in Cork city,2020
1170,Netflix's Cheer star Jerry Harris arrested on child sex images charge,2020
1171,Chair of NPHET epidemiological group offers explanation on recommendations for Dublin pubs and restaurants,2020
1172,You season three to resume filming this autumn,2020
1173,"Restaurants Association ""shocked"" at reports indoor dining is to be stopped in Dublin",2020
1174,Here's the lineup for The Late Late Show this week,2020
1175,"A legend of change, Ruth Bader Ginsburg dies, aged 87",2020
1176,"Six countries removed from updated travel Green List, Germany and other countries added",2020
1177,Jim O'Callaghan says now is not the time to change the leader of Fianna Fáil,2020
1178,Investigation launched after body is found in south Dublin,2020
1179,"Covid-19 restrictions for Dublin will be in place by the weekend, if implemented",2020
1180,"€610,000 worth of drugs seized in Dublin",2020
1182,"One more person with Covid-19 has died, 240 new cases",2020
1183,A massive Harry Potter open-world game set at Hogwarts is coming soon,2020
1184,PlayStation 5 prices and release date announced,2020
1185,23% of American adults believe the Holocaust was a myth,2020
1186,Andre Braugher urges Brooklyn Nine-Nine to address current state of police in America,2020
1187,"Calling all students! Boojum is giving away an ultimate student package worth €4,000",2020
1188,"Three new deaths confirmed, 254 further Covid-19 cases",2020
1194,Gardaí found 16 potential breaches of health rules by pubs last week,2020
1195,Barbados to remove Queen Elizabeth as head of state next year,2020
1196,To,2020
1197,"Ursula von der Leyen backs Ireland, says EU will ""never backtrack"" on Brexit deal",2020
1198,This is what it will mean for pubs at every level of the government's new Covid risk-rating roadmap,2020
1199,Noel Gallagher says he is refusing to wear a face mask,2020
1200,"Three further Covid-19 deaths confirmed, 357 new cases",2020
1201,This simple change to your lifting technique will give you bigger arms,2020
1202,"Ronan Glynn says messaging in new government Covid plan “is very clear for people, particularly in Dublin”",2020
1203,Donegal Airport named as the most scenic airport in the world for the third time,2020
1204,Dáil resumes as ministers will no longer self-isolate,2020
1205,"Sweden, Germany and others to be added to travel ""Green List""",2020
1207,Louisville to pay family of Breonna Taylor $12 million settlement,2020
1208,Dáil adjourned for a week as entire Cabinet has to self-isolate,2020
1210,"Ryanair calls for Ireland's Green List to be updated ""TODAY""",2020
1211,Census due to take place next year will be postponed until 2022,2020
1212,Further delay to reopening of ‘wet pubs’ in Dublin labelled “completely unfair and unjustified”,2020
1213,Documentary on missing person Philip Cairns to air on RTÉ tonight,2020
1214,"First trailer for new Irish comedy Pixie stars Colm Meaney, Dylan Moran and Alec Baldwin as a deadly gangster priest",2020
1216,New government Covid-19 guidelines will come into effect at midnight,2020
1217,New James Bond footage unmasks Rami Malek's mysterious villain in No Time To Die,2020
1218,Teenager charged in relation to murder in Kilmainham,2020
1219,A man has died following a road traffic collision in Galway,2020
1220,"""I do think we need a new leader"" - Fianna Fáil TD calls for Micheál Martin to go",2020
1221,Ed Miliband tears into Boris Johnson over Northern Ireland and Brexit,2020
1222,"Stephen Donnelly on Dublin: “Rather than having six people from three households, just keep it to one”",2020
1223,"US Customs hails seizure of nearly $400,000 worth of ‘fake’ Apple Airpods that are actually OnePlus Buds",2020
1224,Government unveils five-level response plan in new Living with Covid roadmap,2020
1225,"WATCH: ""Certified young person"" Paul Rudd tells us all why we should wear a mask",2020
1226,Sign of alien life found on Venus,2020
1227,"208 new cases of Covid-19 confirmed, no new deaths",2020
1228,"Three arrests made following ""romance fraud"" incident",2020
1230,Here are the 5 best movies on TV on Monday,2020
1232,"Netflix offers first look at The Trial of the Chicago 7, one of the most anticipated movies of 2020",2020
1233,Onward is coming to Disney+ next month,2020
1236,"“Warm and humid” start to the week expected, with highs of 23 degrees",2020
1237,WHO reports record one-day rise in global cases of Covid-19,2020
1238,Male juvenile arrested in relation to discovery of body in laneway in Dublin,2020
1239,Man dies in hospital following assault in Dublin earlier this month,2020
1240,"255 new cases of Covid-19 confirmed in Ireland, one more person has died",2020
1241,Child seriously injured following a hit-and-run in Dublin,2020
1242,"159 new cases of Covid-19 confirmed, two more deaths",2020
1244,Latest opinion poll sees Fianna Fáil take a big hit,2020
1245,Calls to boycott Netflix over French film Cuties,2020
1246,The hardest Marvel Cinematic Universe quiz you will ever take,2020
1247,Here are the five players you need in your Fantasy Football team,2020
1249,"Cocaine, MDMA, LSD and cannabis seized in Galway",2020
1250,"""I'd act the b*llocks with that gift big time"" - if Irish people had movie superpowers",2020
1251,Here’s who’s on the Late Late Show tonight,2020
1252,Former teacher becomes first Who Wants To Be A Millionaire winner in 14 years,2020
1254,"211 new Covid-19 cases, one further death",2020
1255,"Ryanair calls on government to lift air travel restrictions, says they're ""like North Korea""",2020
1256,This secret bar located in the old Guinness Power Station is about to become Dublin’s coolest hangout,2020
1259,The top 100 biggest-selling brands in Ireland for 2020 have been revealed,2020
1260,Here are the 7 best movies on TV this evening,2020
1261,Yorkshire pub bans anyone under 25 because of coronavirus,2020
1262,A series on one of the most infamous villains in movie history is coming to Netflix next week,2020
1263,Police investigating video of child driving lorry on motorway in Tyrone,2020
1264,"""I feel like my future is in someone else's hands"" - Anxious wait for CAO reapplicants",2020
1265,Someone has made a LinkedIn profile for Mark Corrigan from Peep Show,2020
1266,"Bingo Loco organising festival in Budapest next year with Vengaboys, S Club and Mickey Joe Harte performing",2020
1269,Seven Pomeranian puppies retrieved after Gardaí stop car on the M7,2020
1270,Controlled explosion carried out on suspect device found in Dublin,2020
1272,"196 new cases of Covid-19 confirmed in Ireland, no new deaths",2020
1273,Diana Rigg has died at the age of 82,2020
1274,Pringles trials new recyclable paper tube,2020
1276,"Wicklow player scoops €98,793 in Lotto draw",2020
1277,Bank of Ireland customers' payments delayed,2020
1278,"Wildlife in ""catastrophic decline"" due to human destruction, scientists warn",2020
1279,Images lay bare the devastation of wildfires blazing across California,2020
1280,Conservative MP says deal leaving EU is “like a country becoming independent from an empire”,2020
1281,"Cases of Covid-19 in Dublin could double within two weeks, expert warns",2020
1282,Breaking the 'mystery' around horse-racing ahead of Longines Irish Champions Weekend,2020
1283,Stormzy launches brand new music video to students in Dublin school,2020
1284,A man in his 30s has died following a crash in Cork,2020
1285,First trailer for sci-fi blockbuster Dune has finally arrived,2020
1287,"84 new Covid-19 cases, three deaths",2020
1289,Father and son living on a bus in Cork after son suffered head injury,2020
1291,A woman has died following a car crash in Cork,2020
1293,The Walking Dead is finally coming to an end after 11 seasons,2020
1294,Billion dollar Irish gaming company predicts $500M reve,2020
1296,Win a private cocktail-making experience for you and up to five friends in Roe & Co Distillery's birthday competition!,2020
1297,Billion dollar Irish gaming company on course for $500million revenue in 2020,2020
1298,Batch of roast chicken breast pieces recalled from Irish Lidl stores due to presence of Listeria monocytogenes,2020
1299,Poor broadband is impeding over half of people working from home in Ireland,2020
1301,Lupita Nyong'o pens beautiful tribute to Black Panther co-star Chadwick Boseman,2020
1302,"Leo Varadkar: “If we’re serious about living with the virus, that means allowing more air travel”",2020
1303,The Late Late Toy Show is looking for international singers and performers for the first time,2020
1304,Personality Test: Which Dublin nightclub are you?,2020
1306,"Phil Hogan ""very disappointed"" with treatment, says he endured ""full scale attack"" from government",2020
